index,metric/task_commoncrawl_val_loss,metric/task_sciq_val_loss,metric/task_piqa_val_loss,metric/task_arc_easy_val_loss,metric/task_arc_challenge_val_loss,metric/task_logiqa_val_loss,metric/task_hellaswag_val_loss,metric/task_gsm8k_val_loss,metric/task_kodcode_val_loss,metric/task_mathqa_val_loss,metric/task_medqa_val_loss
11,5.327310562133789,5.579350471496582,5.719697952270508,5.666157245635986,5.577798843383789,5.1598801612854,5.346048355102539,5.931301116943359,3.761441469192505,6.220437049865723,5.291308403015137
12,5.672125339508057,5.770534515380859,5.582147121429443,5.9302897453308105,5.79783821105957,5.294745922088623,5.422008991241455,6.045863628387451,4.676713943481445,6.352527141571045,5.665502071380615
13,5.362249851226807,5.596057415008545,5.682703495025635,5.678421974182129,5.588527679443359,5.175862312316895,5.396633148193359,5.863118648529053,3.6209797859191895,6.165290355682373,5.365258693695068
14,5.541589260101318,5.77232837677002,6.228697299957275,5.963159084320068,5.86923885345459,5.342387676239014,5.648497104644775,6.148734092712402,4.564624309539795,6.388492107391357,5.6465744972229
15,5.255563735961914,5.513062477111816,5.556387424468994,5.64610481262207,5.5436224937438965,5.0951690673828125,5.345483303070068,5.874117374420166,4.16096305847168,6.166464328765869,5.230481624603272
16,5.325099945068359,5.502543926239014,5.398636341094971,5.679535865783691,5.578971862792969,5.0848894119262695,5.227269172668457,5.828924655914307,4.524087905883789,6.188652038574219,5.266765594482422
17,5.244773864746094,5.498931884765625,5.751622200012207,5.638294696807861,5.534866809844971,5.113237857818604,5.420976638793945,5.8839263916015625,4.768112659454346,6.233762264251709,5.203116893768311
18,5.576157093048096,5.788144588470459,6.25889253616333,5.966454982757568,5.87389612197876,5.37888240814209,5.669788837432861,6.162874221801758,4.730321884155273,6.451901912689209,5.705877780914307
19,5.481923580169678,5.709346294403076,5.579415321350098,5.807581424713135,5.702639102935791,5.226682662963867,5.340035438537598,6.13762092590332,3.770968437194824,6.272044658660889,5.505857944488525
20,5.338399410247803,5.548770427703857,5.373112678527832,5.643882751464844,5.542131423950195,5.079543590545654,5.205589294433594,5.86772346496582,3.693699359893799,6.199649333953857,5.280034065246582
21,5.340160846710205,5.502767086029053,5.344620227813721,5.685788631439209,5.581686496734619,5.071676731109619,5.192465782165527,5.837132453918457,4.743571758270264,6.140452861785889,5.289925575256348
22,5.343284606933594,5.612032413482666,6.032481670379639,5.733353614807129,5.659001350402832,5.21699333190918,5.503411769866943,5.992087364196777,3.687587738037109,6.343181610107422,5.354359149932861
23,5.3128275871276855,5.576664447784424,5.981797218322754,5.706962585449219,5.632232666015625,5.189371109008789,5.508308410644531,5.955267429351807,3.812940835952759,6.273313522338867,5.32766580581665
24,5.2503204345703125,5.5155229568481445,5.986245632171631,5.70659065246582,5.608622074127197,5.155632019042969,5.535481929779053,5.945943355560303,5.245091915130615,6.343148708343506,5.236230373382568
25,5.413236141204834,5.692741394042969,6.0227556228637695,5.80388069152832,5.720849514007568,5.248905658721924,5.471498489379883,5.974327087402344,3.7704827785491934,6.318087100982666,5.480303764343262
26,5.380249977111816,5.653739929199219,6.085446834564209,5.755886077880859,5.680993556976318,5.241459369659424,5.546711921691895,6.046167373657227,3.615844249725342,6.398963451385498,5.416579246520996
27,5.251504421234131,5.535621166229248,5.956982135772705,5.72205924987793,5.616705894470215,5.144795894622803,5.524725437164307,5.929510593414307,5.315974712371826,6.301636219024658,5.245879173278809
28,5.405732154846191,5.696230411529541,5.926689147949219,5.779144287109375,5.686233997344971,5.232707500457764,5.469347953796387,6.0783281326293945,3.6734440326690674,6.262574195861816,5.446779727935791
29,5.727923393249512,5.785284996032715,5.598849296569824,5.932756423950195,5.806455135345459,5.309388160705566,5.384189128875732,6.0775346755981445,3.727116584777832,6.278244495391846,5.70750617980957
30,6.180811405181885,6.365645408630371,6.059389591217041,6.390381813049316,6.236077785491943,5.720780372619629,5.786534309387207,6.319965839385986,3.2632744312286377,6.576285362243652,6.301337718963623
31,5.471046447753906,5.504857063293457,5.246017456054688,5.712138652801514,5.597122669219971,5.038699150085449,5.148547649383545,5.931893348693848,5.39024543762207,6.198831558227539,5.266713619232178
32,5.452695846557617,5.614128112792969,5.425354480743408,5.770336151123047,5.662220478057861,5.155594348907471,5.27825927734375,5.887116432189941,3.845364809036255,6.275532245635986,5.441720485687256
33,5.3949785232543945,5.642239093780518,5.65460729598999,5.718622207641602,5.625312328338623,5.202085018157959,5.329841613769531,5.986081600189209,3.454568386077881,6.202189922332764,5.407390117645264
34,5.319869041442871,5.595086574554443,6.02291202545166,5.747867107391357,5.667065143585205,5.207895278930664,5.512006759643555,6.035952091217041,3.703918695449829,6.301172733306885,5.330605506896973
35,5.718879222869873,5.912960052490234,5.665748596191406,5.98716926574707,5.883145809173584,5.384114265441895,5.466756343841553,6.114086627960205,3.4030277729034424,6.4305291175842285,5.724686145782471
36,5.254288673400879,5.526376724243164,5.9790940284729,5.720155715942383,5.613904476165772,5.1512322425842285,5.530367374420166,5.96483850479126,4.598910331726074,6.33003044128418,5.246379375457764
37,5.362796306610107,5.4967546463012695,5.277261734008789,5.665237903594971,5.555585861206055,5.051164150238037,5.163690090179443,5.828147411346436,4.461508750915527,6.109638690948486,5.19851016998291
38,5.323442459106445,5.591673374176025,5.999032974243164,5.730629920959473,5.649449348449707,5.184405326843262,5.492298603057861,5.917905330657959,3.880402088165283,6.310673713684082,5.349644660949707
39,5.445796966552734,5.6958489418029785,5.692409992218018,5.752333641052246,5.666428089141846,5.228273391723633,5.389759540557861,6.06840181350708,3.374305963516236,6.305535316467285,5.436640739440918
40,5.254024028778076,5.542391300201416,5.974575042724609,5.697113990783691,5.596860408782959,5.1463303565979,5.538312911987305,5.934516429901123,4.384294509887695,6.252598762512207,5.264991760253906
41,5.420094966888428,5.532601356506348,5.280474662780762,5.71013879776001,5.602081298828125,5.067765235900879,5.208755970001221,5.825397968292236,4.677505016326904,6.166013717651367,5.2972917556762695
42,5.471583366394043,5.507540225982666,5.255496501922607,5.712651252746582,5.601033687591553,5.0401458740234375,5.165124416351318,5.94212007522583,5.410366535186768,6.224751949310303,5.265166282653809
43,5.522194862365723,5.761144161224365,5.628284931182861,5.881657600402832,5.776318073272705,5.27528190612793,5.346700191497803,6.085281848907471,3.499722480773926,6.334374904632568,5.562874794006348
44,5.416008949279785,5.5231757164001465,5.271450042724609,5.722906589508057,5.615054607391357,5.055698871612549,5.196176052093506,5.877652645111084,4.235097408294678,6.155331134796143,5.260663986206055
45,6.352725505828857,6.279759883880615,7.304147720336914,6.568495750427246,6.468110084533691,5.864718914031982,6.482738494873047,6.663655757904053,4.465104579925537,6.972850322723389,6.484964370727539
46,5.269091606140137,5.517603874206543,5.669174671173096,5.685522556304932,5.57761812210083,5.115128040313721,5.379030704498291,5.86358118057251,4.041717529296875,6.152848243713379,5.2478861808776855
47,5.406616687774658,5.503518104553223,5.257602214813232,5.694760799407959,5.5815606117248535,5.036250114440918,5.17561674118042,5.878684520721436,5.296977519989014,6.20005989074707,5.24162483215332
48,5.526398658752441,5.747870445251465,6.209231853485107,5.932580947875977,5.839434623718262,5.328956127166748,5.631215572357178,6.073412895202637,4.315252780914307,6.397900104522705,5.634775161743164
49,5.344692230224609,5.516197204589844,5.357432842254639,5.690630435943604,5.577276706695557,5.080045700073242,5.194103717803955,5.834593296051025,3.985201120376587,6.201132774353027,5.27134370803833
50,5.447508811950684,5.555395603179932,5.360657691955566,5.728701114654541,5.617781639099121,5.099250793457031,5.207345008850098,5.849058151245117,3.9230992794036874,6.182136058807373,5.332035541534424
51,5.414320468902588,5.633719444274902,5.47293758392334,5.743934154510498,5.638864517211914,5.159053325653076,5.245364665985107,6.007906436920166,3.584215879440308,6.154754638671875,5.384397983551025
52,6.002981662750244,6.209090232849121,6.051751136779785,6.276201248168945,6.154980182647705,5.617707252502441,5.73098087310791,6.318641185760498,3.366360902786255,6.535026550292969,6.14710807800293
53,5.531211853027344,5.594022750854492,5.401590347290039,5.783005237579346,5.662972450256348,5.134181022644043,5.252760410308838,5.932399749755859,4.755275726318359,6.173900127410889,5.406092643737793
54,5.403864860534668,5.629687786102295,5.477110385894775,5.73210334777832,5.6337103843688965,5.16160249710083,5.227983951568604,5.978572845458984,3.708583354949951,6.209217548370361,5.38084077835083
55,5.254506587982178,5.536900520324707,5.760167598724365,5.668729782104492,5.562308311462402,5.115829944610596,5.416921138763428,5.907967567443848,4.164206504821777,6.18963623046875,5.243768215179443
56,5.301938533782959,5.536564826965332,5.684199810028076,5.626731872558594,5.546995162963867,5.147031307220459,5.385524272918701,5.881093502044678,3.819402456283569,6.190765380859375,5.273621559143066
57,5.400755405426025,5.654017925262451,5.716234683990479,5.741368293762207,5.655684471130371,5.219305515289307,5.427605628967285,5.93196964263916,4.067345142364502,6.322080612182617,5.416926383972168
58,5.441504001617432,5.718608379364014,5.818449020385742,5.799004554748535,5.697178840637207,5.242030143737793,5.42368745803833,6.102097511291504,3.707350492477417,6.309529781341553,5.452826499938965
59,5.366427898406982,5.5612101554870605,5.393511772155762,5.713215351104736,5.599143028259277,5.103513240814209,5.1812262535095215,5.882923603057861,3.653687715530396,6.204849720001221,5.291275501251221
60,5.472523212432861,5.511012077331543,5.260391712188721,5.721780776977539,5.6051836013793945,5.038578510284424,5.1575422286987305,5.949563503265381,5.416927337646484,6.230020046234131,5.268703937530518
61,5.343216896057129,5.563346862792969,5.431239128112793,5.722067832946777,5.613890647888184,5.109057903289795,5.220553398132324,5.870751857757568,3.76761531829834,6.120287895202637,5.2811126708984375
62,5.361099720001221,5.630451679229736,5.847618103027344,5.748881816864014,5.657082557678223,5.2130937576293945,5.414344787597656,5.938326358795166,3.5203728675842285,6.248305320739746,5.367953777313232
63,5.306584358215332,5.489615440368652,5.326165676116943,5.646254062652588,5.536015510559082,5.06432056427002,5.178802490234375,5.833531379699707,4.207536220550537,6.152626991271973,5.215138912200928
64,5.453647136688232,5.520302772521973,5.275405883789063,5.731011867523193,5.604561805725098,5.038038730621338,5.163693904876709,5.925236701965332,4.057783603668213,6.163256645202637,5.265076637268066
65,5.247894763946533,5.523307800292969,5.765490531921387,5.696448802947998,5.586709022521973,5.134258270263672,5.450640678405762,5.920279502868652,4.828164577484131,6.195652961730957,5.226565837860107
66,5.656713008880615,5.95703125,6.100539207458496,6.021237850189209,5.920096397399902,5.42686939239502,5.58827018737793,6.376587390899658,3.3841769695281982,6.461587905883789,5.807738304138184
67,5.311704635620117,5.559863090515137,5.8976030349731445,5.703857421875,5.620139122009277,5.176145553588867,5.427771091461182,5.906736850738525,3.698426961898804,6.204008102416992,5.312131404876709
68,5.389483451843262,5.50186014175415,5.245093822479248,5.696625232696533,5.58140230178833,5.034875869750977,5.155168533325195,5.884058475494385,5.268411636352539,6.178974628448486,5.223282337188721
69,5.300895690917969,5.579504489898682,6.011253356933594,5.754571914672852,5.676321983337402,5.194576263427734,5.476251125335693,5.919917583465576,3.7489941120147705,6.245145320892334,5.31455135345459
70,5.452731132507324,5.506972312927246,5.247251033782959,5.7092132568359375,5.580183029174805,5.031583786010742,5.152119159698486,5.886790752410889,5.127768516540527,6.165156841278076,5.261955261230469
71,6.725680828094482,6.434463977813721,7.257743835449219,6.629874229431152,6.529096603393555,6.056878566741943,6.543282508850098,6.730536937713623,4.099101066589356,6.822425842285156,6.805234432220459
72,5.252286434173584,5.494546413421631,5.528293132781982,5.608354568481445,5.510557174682617,5.0958404541015625,5.348962306976318,5.908328533172607,5.507009983062744,6.183844089508057,5.221414089202881
73,5.546789646148682,5.693583965301514,5.521479606628418,5.848221778869629,5.733426570892334,5.24406623840332,5.332729339599609,5.939599514007568,4.629065036773682,6.338411808013916,5.573628902435303
74,5.413513660430908,5.675697326660156,5.708126068115234,5.789038181304932,5.686489105224609,5.207395076751709,5.340583324432373,6.054144382476807,3.714463949203491,6.227877616882324,5.425962924957275
75,5.451564788818359,5.54539680480957,5.294278621673584,5.751243114471436,5.642473220825195,5.07418966293335,5.213143348693848,5.839522361755371,5.070257186889648,6.2339935302734375,5.332371711730957
76,5.928328037261963,6.133504390716553,5.827147483825684,6.206223011016846,6.069957733154297,5.542366981506348,5.614481449127197,6.163754940032959,3.36486291885376,6.511298179626465,6.011277198791504
77,5.254083156585693,5.511496067047119,5.566956520080566,5.62525749206543,5.521548748016357,5.098982810974121,5.3779401779174805,5.856123924255371,4.382905960083008,6.148781776428223,5.219592094421387
78,5.358681678771973,5.499418258666992,5.287761688232422,5.682675838470459,5.568634986877441,5.052012920379639,5.198251724243164,5.873813152313232,4.007601737976074,6.178683757781982,5.218022346496582
79,5.449199199676514,5.539202690124512,5.269054889678955,5.75955057144165,5.646701335906982,5.070684909820557,5.185086727142334,5.895249366760254,4.372166633605957,6.18740701675415,5.287498474121094
80,5.488709449768066,5.631706237792969,5.432229042053223,5.8005876541137695,5.675844669342041,5.1750993728637695,5.248154640197754,5.92521858215332,3.948061943054199,6.2385454177856445,5.44609260559082
81,5.249695777893066,5.527608394622803,5.981890678405762,5.720075607299805,5.623921871185303,5.152358055114746,5.515665054321289,5.916601657867432,4.902706146240234,6.300537586212158,5.241799354553223
82,7.483204364776611,6.907464981079102,8.155357360839844,7.321111679077148,7.13297700881958,6.551174640655518,7.05351448059082,7.527956485748291,3.965195417404175,7.357991695404053,7.4658203125
83,5.602091312408447,5.821720600128174,5.75555419921875,5.965258121490479,5.838305950164795,5.33054256439209,5.472809791564941,6.140460014343262,3.606894254684448,6.393097877502441,5.691144943237305
84,5.335400104522705,5.503973960876465,5.376020431518555,5.698156833648682,5.584950923919678,5.087053298950195,5.182723045349121,5.81098747253418,4.220639705657959,6.175036430358887,5.285030841827393
85,6.655445575714111,6.38299560546875,7.018751621246338,6.541447639465332,6.431636810302734,5.967154502868652,6.4102702140808105,6.704540252685547,4.1864542961120605,6.824167728424072,6.726113796234131
86,5.420454502105713,5.565335750579834,5.306142330169678,5.69257926940918,5.581552505493164,5.087902545928955,5.207187175750732,5.842500686645508,3.810735464096069,6.246685028076172,5.295578956604004
87,5.434678077697754,5.619877815246582,5.398719310760498,5.740303039550781,5.638275623321533,5.155582904815674,5.239813327789307,5.930118083953857,3.485482931137085,6.245317459106445,5.379441261291504
88,5.471296310424805,5.75114631652832,6.162965774536133,5.854928016662598,5.78665828704834,5.322471618652344,5.636775970458984,6.257501125335693,3.4949281215667725,6.393890857696533,5.5447611808776855
89,5.568246364593506,5.854906558990479,5.990855693817139,5.930642127990723,5.839974403381348,5.365525245666504,5.549495697021484,6.188437461853027,3.4362916946411133,6.398478984832764,5.641651630401611
90,5.24868631362915,5.51472806930542,5.757379055023193,5.691354751586914,5.577841281890869,5.122109413146973,5.445023059844971,5.877493858337402,4.363818645477295,6.231620788574219,5.216747760772705
91,5.425838947296143,5.697424411773682,6.054055690765381,5.80673885345459,5.731259822845459,5.2673516273498535,5.567153930664063,6.118616104125977,3.531226396560669,6.391585350036621,5.476436138153076
92,5.259380340576172,5.530820846557617,5.607553005218506,5.646936416625977,5.539237022399902,5.09886646270752,5.345481872558594,5.883068084716797,4.097616672515869,6.135730266571045,5.255521297454834
93,5.347883224487305,5.510341644287109,5.292857646942139,5.665804386138916,5.564213752746582,5.064873695373535,5.200367450714111,5.851235389709473,5.100010395050049,6.167437553405762,5.254940032958984
94,5.254105091094971,5.492317199707031,5.526177883148193,5.604021072387695,5.507675647735596,5.085907936096191,5.351592063903809,5.855538845062256,4.248230934143066,6.141388893127441,5.215975284576416
95,5.741737365722656,6.037094593048096,6.436323165893555,6.1614990234375,6.06074857711792,5.538084506988525,5.803425312042236,6.37419319152832,3.436687469482422,6.649855613708496,5.893558979034424
96,5.24847412109375,5.520064353942871,5.915762424468994,5.687831878662109,5.590525150299072,5.136863231658936,5.516115665435791,5.953840255737305,5.403580188751221,6.347597599029541,5.234364986419678
97,5.467453956604004,5.680479049682617,5.4890666007995605,5.767990112304688,5.671924114227295,5.203845024108887,5.297099590301514,6.053267002105713,3.4954051971435547,6.272125244140625,5.46444034576416
98,5.252797603607178,5.53577184677124,5.958072185516357,5.724682331085205,5.612707614898682,5.148423194885254,5.518395900726318,5.918406963348389,4.500991344451904,6.378950119018555,5.235655307769775
99,5.472723960876465,5.614158630371094,5.4127044677734375,5.750447750091553,5.649299144744873,5.14424467086792,5.212568283081055,5.975686073303223,3.5184578895568848,6.175167560577393,5.385814189910889
100,5.501680374145508,5.713165283203125,5.600897312164307,5.826520442962647,5.732032299041748,5.236327171325684,5.299504280090332,6.02580451965332,3.5018534660339355,6.257388591766357,5.539183616638184
101,5.584203243255615,5.764139175415039,5.553135871887207,5.880269527435303,5.763154029846191,5.25316047668457,5.362524509429932,6.188818454742432,3.792508363723755,6.375692844390869,5.595668792724609
102,5.256569862365723,5.4786906242370605,5.511098384857178,5.581842422485352,5.491328239440918,5.088929653167725,5.323908805847168,5.83994197845459,5.083061218261719,6.156625747680664,5.21392822265625
103,5.322420597076416,5.555932998657227,5.63279914855957,5.6475348472595215,5.574288368225098,5.148849964141846,5.325967788696289,5.926597595214844,3.709097862243652,6.228542804718018,5.317224025726318
104,5.481512546539307,5.740634441375732,5.781717777252197,5.850316524505615,5.747183799743652,5.272604465484619,5.42872953414917,6.09132719039917,3.978410005569458,6.396844863891602,5.56121826171875
105,5.502060413360596,5.546631813049316,5.333489894866943,5.738375186920166,5.611921310424805,5.079980850219727,5.196640491485596,5.8926920890808105,4.718634605407715,6.169011116027832,5.331714153289795
106,5.342365741729736,5.585242748260498,6.006657600402832,5.745739459991455,5.659770965576172,5.195269107818604,5.482624530792236,5.922250747680664,3.8172411918640137,6.274627685546875,5.384545803070068
107,5.312393665313721,5.48429012298584,5.291926860809326,5.631697654724121,5.527575492858887,5.051338195800781,5.169401168823242,5.771843910217285,4.87744140625,6.113525390625,5.211514949798584
108,5.253973484039307,5.547177791595459,6.038444519042969,5.74724006652832,5.643778324127197,5.152936458587647,5.552568435668945,5.976918697357178,4.985833168029785,6.328480243682861,5.261466026306152
109,5.248414993286133,5.488399505615234,5.61677360534668,5.606168270111084,5.512252807617188,5.1013617515563965,5.367807388305664,5.906173706054688,5.154043674468994,6.210062026977539,5.188345432281494
110,5.487425327301025,5.6134538650512695,5.409237384796143,5.811332702636719,5.69935417175293,5.13776969909668,5.272469997406006,5.907288074493408,4.244631767272949,6.371111869812012,5.422684669494629
111,5.37266206741333,5.524231910705566,5.356506824493408,5.680900096893311,5.575659275054932,5.091176509857178,5.193264484405518,5.851499080657959,4.112942218780518,6.145579814910889,5.304277420043945
112,5.360623836517334,5.569188117980957,5.59794807434082,5.683324337005615,5.598892688751221,5.164186954498291,5.355627536773682,5.911285877227783,4.4791178703308105,6.20949649810791,5.375682353973389
113,5.445441722869873,5.503259658813477,5.244993686676025,5.70550012588501,5.5896897315979,5.031067371368408,5.145839691162109,5.915996551513672,5.3038859367370605,6.221651077270508,5.256030082702637
114,5.2562174797058105,5.533308982849121,6.001774787902832,5.71714448928833,5.615777492523193,5.14924955368042,5.559195518493652,5.964996337890625,5.03403902053833,6.325459957122803,5.254310131072998
115,5.5236406326293945,5.757906436920166,5.901826858520508,5.88850736618042,5.798743724822998,5.300386905670166,5.510657787322998,6.049445629119873,4.178525447845459,6.358885288238525,5.646329402923584
116,5.363194465637207,5.495780944824219,5.250335693359375,5.662408828735352,5.548044681549072,5.042811393737793,5.170297622680664,5.872781753540039,5.044554233551025,6.166024684906006,5.223300457000732
117,5.417690277099609,5.682620048522949,5.965737342834473,5.75116491317749,5.680692672729492,5.260859489440918,5.493015766143799,6.111775875091553,3.5449788570404053,6.337409496307373,5.492576599121094
118,5.287491798400879,5.532418727874756,5.594038963317871,5.625379085540772,5.535925388336182,5.111794948577881,5.321987152099609,5.869455337524414,3.790339469909668,6.14878511428833,5.249255180358887
119,5.352023124694824,5.560461521148682,5.408604621887207,5.6935553550720215,5.579841136932373,5.107491493225098,5.177628040313721,5.852535247802734,3.7521519660949703,6.176184177398682,5.300125598907471
120,5.266527652740479,5.501197814941406,5.478954792022705,5.63982629776001,5.538691520690918,5.081809043884277,5.309773921966553,5.837518215179443,4.228419303894043,6.170105934143066,5.218521595001221
121,5.76196813583374,5.879961490631104,5.577722072601318,5.997836589813232,5.865836143493652,5.349921703338623,5.455011367797852,6.297133445739746,3.9429099559783936,6.400535583496094,5.72286319732666
122,5.250705242156982,5.535056114196777,5.942965507507324,5.714414119720459,5.610218524932861,5.150184154510498,5.501221656799316,5.94340181350708,4.596923351287842,6.294586181640625,5.244892597198486
123,5.44803524017334,5.71221399307251,6.209053039550781,5.830469608306885,5.764533042907715,5.288124084472656,5.603615760803223,6.066445827484131,5.169301509857178,6.521772384643555,5.510558128356934
124,5.249021530151367,5.513134479522705,5.674637317657471,5.637039661407471,5.536715984344482,5.109210014343262,5.383941650390625,5.93147087097168,5.137128829956055,6.16785192489624,5.232659339904785
125,5.355173110961914,5.589544773101807,5.678367614746094,5.709213733673096,5.616391658782959,5.177974700927734,5.344620227813721,5.909059524536133,3.7718615531921382,6.246371746063232,5.357764720916748
126,5.421052932739258,5.615389347076416,5.487106800079346,5.732516765594482,5.640370845794678,5.157374858856201,5.322916030883789,5.92850923538208,4.913163661956787,6.300177097320557,5.421933650970459
127,5.444436550140381,5.612268924713135,5.457709789276123,5.754748344421387,5.658525466918945,5.164231300354004,5.30182409286499,5.964053630828857,3.915628671646118,6.332533836364746,5.426878452301025
128,5.249245643615723,5.496603965759277,5.615170001983643,5.627978324890137,5.530941009521484,5.10752534866333,5.391227722167969,5.901429176330566,4.561359405517578,6.214312553405762,5.198478698730469
129,5.403346061706543,5.661520481109619,5.919194221496582,5.718620300292969,5.644237995147705,5.22369384765625,5.502385139465332,5.976463317871094,4.68540096282959,6.428454399108887,5.450528621673584
130,5.361437797546387,5.624346733093262,5.979516983032227,5.743683815002441,5.661520957946777,5.222625732421875,5.495385646820068,6.028509616851807,3.6211438179016113,6.24781608581543,5.400670051574707
131,5.417381286621094,5.689883232116699,5.995965003967285,5.805895805358887,5.731419563293457,5.255541801452637,5.528040885925293,6.129944801330566,3.557443857192993,6.413179397583008,5.449988842010498
132,5.474428653717041,5.514821529388428,5.255508899688721,5.728925704956055,5.610205173492432,5.039155006408691,5.163145542144775,5.935975074768066,5.408119201660156,6.225168704986572,5.273841381072998
133,5.320090770721436,5.585936546325684,5.98886775970459,5.758307933807373,5.67012357711792,5.19619607925415,5.465851783752441,5.920858860015869,3.7846527099609375,6.22935676574707,5.312881946563721
134,5.249007225036621,5.508967876434326,5.633929252624512,5.618436336517334,5.522565841674805,5.104966163635254,5.369221210479736,5.955963611602783,4.998809814453125,6.214552879333496,5.220058441162109
135,5.263051509857178,5.493997573852539,5.477121353149414,5.59477424621582,5.498729228973389,5.087289810180664,5.347366809844971,5.857026100158691,4.591765880584717,6.136911869049072,5.222866058349609
136,5.465413570404053,5.716866493225098,5.586450576782227,5.768833637237549,5.679247856140137,5.229302883148193,5.378837585449219,5.981957912445068,3.4652600288391118,6.312936782836914,5.471584320068359
137,5.411409854888916,5.606918811798096,5.439268589019775,5.681961536407471,5.596437931060791,5.16282320022583,5.228537559509277,5.951111793518066,3.508857727050781,6.238449573516846,5.374612331390381
138,5.322182655334473,5.506048679351807,5.34834098815918,5.68289852142334,5.568251609802246,5.063518047332764,5.200145721435547,5.876578330993652,3.951854705810547,6.183899879455566,5.2164835929870605
139,5.466553211212158,5.738953113555908,5.997219085693359,5.8531365394592285,5.7548112869262695,5.286865234375,5.504347324371338,6.145606517791748,3.778266429901123,6.346826076507568,5.548698425292969
140,5.256628513336182,5.536505222320557,6.018742561340332,5.727317810058594,5.6262946128845215,5.1490678787231445,5.555529594421387,5.930898189544678,4.722768306732178,6.337429046630859,5.257194519042969
141,5.289573669433594,5.554225921630859,5.727770805358887,5.6750006675720215,5.578295707702637,5.136120319366455,5.383580207824707,5.869570255279541,4.44108772277832,6.231580257415772,5.291517734527588
142,5.344160079956055,5.602555274963379,5.593624114990234,5.69740104675293,5.617170333862305,5.160586833953857,5.3291778564453125,5.974377155303955,3.6387107372283936,6.200761795043945,5.361189842224121
143,5.571093559265137,5.78469181060791,5.671069145202637,5.920896053314209,5.81627893447876,5.304144859313965,5.404031753540039,6.086340427398682,3.432706832885742,6.30999231338501,5.630228042602539
144,5.288613319396973,5.496407508850098,5.382021427154541,5.64445161819458,5.538759708404541,5.069304466247559,5.23493766784668,5.874678134918213,4.214056491851807,6.06508207321167,5.245777606964111
145,5.535760402679443,5.629883289337158,5.378201007843018,5.818613052368164,5.690542697906494,5.140417575836182,5.166831970214844,5.922747611999512,3.483400583267212,6.171182632446289,5.391446590423584
146,5.914731502532959,6.140694618225098,6.193408012390137,6.18485689163208,6.075165271759033,5.591875553131104,5.769589900970459,6.479788780212402,3.354370594024658,6.498632431030273,6.125152587890625
147,5.3692240715026855,5.474874019622803,5.256228446960449,5.650313377380371,5.545162200927734,5.039974212646484,5.18263053894043,5.883688926696777,5.272278785705566,6.171489238739014,5.212133884429932
148,5.300195217132568,5.507731914520264,5.325920104980469,5.628558158874512,5.528560638427734,5.063376903533936,5.181588649749756,5.865634441375732,5.238009929656982,6.158210277557373,5.200616359710693
149,5.437088966369629,5.614250183105469,5.388943195343018,5.732880115509033,5.634390830993652,5.151297569274902,5.213010311126709,5.930660247802734,3.4996824264526367,6.234754085540772,5.369736194610596
150,5.391357421875,5.638952732086182,5.573963642120361,5.716583251953125,5.622979640960693,5.177323341369629,5.295648097991943,5.907376766204834,3.4456329345703125,6.23293399810791,5.36726713180542
